"provider","caseId","caseSummary","mapId","requestedModel","actualModel","modelFallback","reasoningEffort","providerWarnings","generationLatencyMs","totalLatencyMs","inputTokens","outputTokens","totalTokens","apiCalls","repairCount","scenicCompileMs","scenicCompilePass","scenicSampleMs","scenicSamplePass","scenicCompileSampleMs","mapBindingPass","nativeValidationPass","simulationPass","simulationDurationS","simulationWallMs","simulationHash","actorCount","actionCount","semanticPass","semanticAssertions","editablePass","convergenceIterations","relativeActionCount","relativeTriggerFireCount","relativeTimingPass","stopReason","imagesSent","totalImageBytes","imageCostUsd","outcome","failureCategory","safeError","artifactId","seed"
"direct-llm","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","9241","9331","2347","770","3117","1","0","null","null","null","null","null","true","true","true","20","87","c190f0efbdb421b1ca96ceb08fcc9faa4fd5bea515b50f9582bc4c02b4c74aab","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""stopped-obstacle"",""pass"":true,""evidence"":""stopped/static actor or zero-speed action""}]","true","null","0","0","null","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","8281","8354","2346","662","3008","1","0","null","null","null","null","null","true","true","true","20","69","e92ce29766986e47e345a5ba780cbc5e2617b16daa701ea1b1048c6f75c19e85","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":false,""evidence"":""route turn/path action""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","turn-route: route turn/path action","direct-terra/results.json",""
"direct-llm","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","18032","18107","5005","1432","6437","2","1","null","null","null","null","null","true","true","true","20","70","d51f7efbb724538743093dfe5bb42ae5952a32ac553193d688fe3dc69bae5636","2","1","true","[{""id"":""motorcycle"",""pass"":true,""evidence"":""catalogs=vehicle.motorcycle,vehicle.bicycle""},{""id"":""bicycle"",""pass"":true,""evidence"":""catalogs=vehicle.motorcycle,vehicle.bicycle""},{""id"":""lateral-action"",""pass"":true,""evidence"":""lateral or near-miss action""}]","true","null","0","0","null","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","8565","8656","2349","611","2960","1","0","null","null","null","null","null","true","true","true","20","87","302c600626c757c7becb01a1085b3c405f19d17b9de070a35533ff95b223ef24","1","1","false","[{""id"":""must-reject"",""pass"":false,""evidence"":""provider materialized an unsupported flying/teleporting scenario""}]","true","null","0","0","null","null","null","null","null","unexpected-generation","unsupported-request-not-rejected","Provider materialized and simulated an unsupported request","direct-terra/results.json",""
"direct-llm","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","7884","8019","2358","634","2992","1","0","null","null","null","null","null","true","true","true","20","127","07989822d544c98d69998d1afa6b9870d57b74983527bf0f4188bb1495319e8f","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-distance-start"",""pass"":true,""evidence"":""1 pedestrian distance-triggered actions""}]","true","null","1","0","false","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","9912","10000","2359","881","3240","1","0","null","null","null","null","null","true","true","true","20","82","93221f21411de5af21c40e4a9d1d03aa264642202b2b2977ef8faf3d9e695e9b","2","2","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-ttc-start"",""pass"":true,""evidence"":""2 pedestrian TTC-triggered actions""}]","true","null","2","0","false","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","12611","12692","2353","1180","3533","1","0","null","null","null","null","null","true","true","true","20","74","7218594fb27a1e67c82cd77f1319a1633ffa8ceeca53beb06e04f89b82a3e7b4","4","5","true","[{""id"":""moving-vehicle-and-child"",""pass"":true,""evidence"":""3 vehicles; child=1""},{""id"":""two-parked-occluders"",""pass"":true,""evidence"":""2 parked large actors""},{""id"":""child-movement"",""pass"":true,""evidence"":""3 child actions""}]","true","null","0","0","null","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","8453","8455","2357","685","3042","1","0","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","failure","map-binding","near_miss_trigger_unresolved at choreography.interactions.near-miss-1.trigger: near-miss trigger cannot be resolved against the canonical target trajectory","direct-terra/results.json",""
"direct-llm","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","3017","3135","2361","270","2631","1","0","null","null","null","null","null","true","true","true","20","110","7146066ea79a7ddbdc76d72dc045fec000517fb7bc8643b178a9222075c6bb25","2","1","false","[{""id"":""emergency-actor"",""pass"":false,""evidence"":""emergency actors=0""},{""id"":""relative-yield"",""pass"":true,""evidence"":""1 relative yield actions""}]","true","null","1","0","false","null","null","null","null","semantic-mismatch","semantic-constraints","emergency-actor: emergency actors=0","direct-terra/results.json",""
"direct-llm","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","9597","9666","2356","762","3118","1","0","null","null","null","null","null","true","true","true","20","65","352b8aef54ba74a311e1869a967e614381d33902e47f818b3e40ffe51fa76f64","2","1","false","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""delayed-turn"",""pass"":false,""evidence"":""turn=false; delayed=false""},{""id"":""signal-control"",""pass"":false,""evidence"":""0 plans; 0 controls""}]","true","null","0","0","null","null","null","null","null","semantic-mismatch","semantic-constraints","delayed-turn: turn=false; delayed=false; signal-control: 0 plans; 0 controls","direct-terra/results.json",""
"direct-llm","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","7225","7321","2355","606","2961","1","0","null","null","null","null","null","true","true","true","20","93","c13e1c4c796c72c1ae8b5dbd7f31a9c4d68899e3c02aef00e85b31f307d61e7f","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","null","1","1","true","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","22669","22815","5246","2103","7349","2","1","null","null","null","null","null","true","true","true","20","140","ae685bbd051d13a7f5bab3a89c556b01175d6e2698410067cd627a8c5e12dcd7","3","3","true","[{""id"":""ego-and-bicycle"",""pass"":true,""evidence"":""3 vehicles; bicycle=true""},{""id"":""stopped-bus"",""pass"":true,""evidence"":""stopped bus=true""},{""id"":""cyclist-lateral-interaction"",""pass"":true,""evidence"":""lateral or near-miss action""}]","true","null","0","0","null","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","8111","8209","2355","694","3049","1","0","null","null","null","null","null","true","true","true","20","94","7c2e05cb177ba85035377112c519a7ea0bf26f2a10ef181e1ab47dbd65435307","2","2","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""same-actor-sequence"",""pass"":true,""evidence"":""lane change completes before same actor stops""}]","true","null","0","0","null","null","null","null","null","success","null","null","direct-terra/results.json",""
"direct-llm","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","4096","4109","2363","262","2625","1","0","null","null","null","null","null","true","true","true","20","10","1f744415ad08e9c6419f9ff879786e56c5b893986f067d04dac286860abd1b97","1","0","false","[{""id"":""must-reject-contradiction"",""pass"":false,""evidence"":""provider materialized mutually contradictory collision and separation requirements""}]","true","null","0","0","null","null","null","null","null","unexpected-generation","unsupported-request-not-rejected","Provider materialized and simulated an unsupported request","direct-terra/results.json",""
"simulation-agent","lead-hard-brake","Lead vehicle hard braking","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","87969","87971","11035","8572","19607","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; explicit-stop=false: stopped actor or zero-speed action; timed-speed-action=true: speed action at/after 4s; explicit-stop: stopped actor or zero-speed action","iterative-text-luna/results.json",""
"simulation-agent","cut-in","Adjacent-lane cut-in","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","19986","20050","2465","2131","4596","1","0","null","null","null","null","null","true","true","true","20","61","5c4faeac6df2db53085ce0e8105631b38fda2e415e671608dda0bc16a391713c","2","5","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""lateral-action"",""pass"":true,""evidence"":""changeLane or laneOffset action""}]","true","1","0","0","null","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","signalized-turn-conflict","Signalized turn conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","150297","150298","11587","16022","27609","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; turn-route=true: route turn/path action; signal-control=false: signal plan/control/action; signal-control: signal plan/control/action","iterative-text-luna/results.json",""
"simulation-agent","pedestrian-near-miss","Pedestrian near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","118550","118550","10054","13046","23100","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: near_miss_infeasible_speed at choreography.interactions.pedestrian-ego-near-miss.target: no collision-free near miss satisfies the time, speed and clearance bounds","iterative-text-luna/results.json",""
"simulation-agent","occluded-pedestrian","Occluded pedestrian emergence","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","138490","138491","10052","15441","25493","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: action child-enters-ego-path lane offset must be within -1..1","iterative-text-luna/results.json",""
"simulation-agent","multi-actor-intersection","Multi-actor intersection conflict","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","70155","70284","5016","8392","13408","2","1","null","null","null","null","null","true","true","true","20","125","d0ff1a9112425cde83ed0c22fd2f7685b4e27c71e4933bc173180baf8d00e6f3","3","9","true","[{""id"":""three-vehicles"",""pass"":true,""evidence"":""3 vehicles""},{""id"":""coordinated-actions"",""pass"":true,""evidence"":""9 actions""}]","true","2","0","0","null","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","18244","18293","2461","1974","4435","1","0","null","null","null","null","null","true","true","true","20","46","c36ad00d5ad3f3fbdcbb12110e22264206d273f353dadaba477f1c61b9ce1cd6","2","3","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""stopped-obstacle"",""pass"":true,""evidence"":""stopped/static actor or zero-speed action""}]","true","1","1","1","true","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","18531","18570","2460","2121","4581","1","0","null","null","null","null","null","true","true","true","20","36","35f433893c1d495245927b2307e40ca836e20ac2111f06d3115043d14020cc53","2","5","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""}]","true","1","0","0","null","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","132246","132247","9998","16129","26127","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: choreography.interactions.3.actor: nearMiss routes are only supported for pedestrians","iterative-text-luna/results.json",""
"simulation-agent","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-luna","null","false","high","[]","null","3","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported request: native road actors cannot teleport, fly, or pass through buildings.","iterative-text-luna/results.json",""
"simulation-agent","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","29352","29413","2472","3011","5483","1","0","null","null","null","null","null","true","true","true","20","59","b453d83b81a36aeef9e7717a076b7c892b06ae3524bd688d784c0c37541c59d1","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-distance-start"",""pass"":true,""evidence"":""1 pedestrian distance-triggered actions""}]","true","1","1","1","true","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","21685","21757","2473","2484","4957","1","0","null","null","null","null","null","true","true","true","20","71","54cd4728ad7319a9418a175a15ba1deb08eacd05cbea776ad2e99fb898a700fb","2","3","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-ttc-start"",""pass"":true,""evidence"":""1 pedestrian TTC-triggered actions""}]","true","1","1","0","false","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","134298","134298","10028","16670","26698","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: near_miss_trigger_unresolved at choreography.interactions.child-near-ego.trigger: near-miss trigger cannot be resolved against the canonical target trajectory","iterative-text-luna/results.json",""
"simulation-agent","synchronized-near-miss","Synchronized conflict-point near miss","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","145304","145304","10043","12998","23041","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: near_miss_trigger_unresolved at choreography.interactions.pedestrian-near-miss.trigger: near-miss trigger cannot be resolved against the canonical target trajectory","iterative-text-luna/results.json",""
"simulation-agent","emergency-yield-response","Distance-triggered emergency yield","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","93872","93872","11254","10360","21614","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: emergency-actor=false: emergency actors=0; relative-yield=true: 1 relative yield actions; emergency-actor: emergency actors=0","iterative-text-luna/results.json",""
"simulation-agent","signal-delayed-turn","Signal phase delayed turn","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","134765","134765","11364","15044","26408","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; delayed-turn=true: turn=true; delayed=true; signal-control=false: 0 plans; 0 controls; signal-control: 0 plans; 0 controls","iterative-text-luna/results.json",""
"simulation-agent","merge-rear-gap","Merge after rear-gap acceptance","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","18297","18352","2469","2019","4488","1","0","null","null","null","null","null","true","true","true","20","54","46acdd5fe27c6b7a2af68b07f9240dfd4987014f2185036fba628bce3c5df1a3","2","3","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""distance-gated-merge"",""pass"":true,""evidence"":""1 distance-gated lateral actions""}]","true","1","1","1","true","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","bus-occluded-cyclist","Cyclist occluded by stopped bus","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","89189","89275","7504","10417","17921","3","2","null","null","null","null","null","true","true","true","20","84","be2a77d309b8c875d9a642c5189a62ccc45ceafbbf2ec9af75422041d9d0099f","3","4","true","[{""id"":""ego-and-bicycle"",""pass"":true,""evidence"":""3 vehicles; bicycle=true""},{""id"":""stopped-bus"",""pass"":true,""evidence"":""stopped bus=true""},{""id"":""cyclist-lateral-interaction"",""pass"":true,""evidence"":""lateral or near-miss action""}]","true","3","1","1","true","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","lane-change-then-brake","Sequential lane change then brake","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[]","25112","25175","2469","2671","5140","1","0","null","null","null","null","null","true","true","true","20","61","d7659d071b350508695a7ee86f872c0ddfb3ca2a2b9453ee40a83483189ec975","2","4","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""same-actor-sequence"",""pass"":true,""evidence"":""lane change completes before same actor stops""}]","true","1","0","0","null","verified","null","null","null","success","null","null","iterative-text-luna/results.json",""
"simulation-agent","contradictory-constraints","Contradictory physical constraints","richmond-field-station","gpt-5.6-luna","gpt-5.6-luna","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","24507","24508","10892","2118","13010","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","expected-rejection","expected-rejection","Provider returned no candidate for an unsupported request","iterative-text-luna/results.json",""
"simulation-agent","lead-hard-brake","Lead vehicle hard braking","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","61185","61188","11047","4528","15575","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; explicit-stop=false: stopped actor or zero-speed action; timed-speed-action=true: speed action at/after 4s; explicit-stop: stopped actor or zero-speed action","iterative-text-terra/results.json","null"
"simulation-agent","cut-in","Adjacent-lane cut-in","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","13701","13773","4976","924","5900","2","1","null","null","null","null","null","true","true","true","20","69","72dc5035d5e7cd25b68addd6e1dcbb5408f82116544375c13b034596417141ee","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""lateral-action"",""pass"":true,""evidence"":""changeLane or laneOffset action""}]","true","2","0","0","null","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","signalized-turn-conflict","Signalized turn conflict","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","79773","79773","11356","5947","17303","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; check_requested_semantics: two-vehicles=true: 2 vehicles; turn-route=true: route turn/path action; signal-control=false: signal plan/control/action; signal-control: signal plan/control/action","iterative-text-terra/results.json","null"
"simulation-agent","pedestrian-near-miss","Pedestrian near miss","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","49741","49741","10074","3841","13915","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: near_miss_infeasible_speed at choreography.interactions.pedestrian-ego-near-miss.target: no collision-free near miss satisfies the time, speed and clearance bounds","iterative-text-terra/results.json","null"
"simulation-agent","occluded-pedestrian","Occluded pedestrian emergence","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","30375","30479","4996","2378","7374","2","1","null","null","null","null","null","true","true","true","20","102","5977345037ce527d4e82fa95e1f7ac3e6881df45ff6afd71a41b1b82e70cdd44","3","2","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""2 vehicles; pedestrian=true""},{""id"":""static-large-occluder"",""pass"":true,""evidence"":""static occluder; catalogs=vehicle.sedan,vehicle.van,pedestrian.child_walking""}]","true","2","0","0","null","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","multi-actor-intersection","Multi-actor intersection conflict","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","32697","32829","5045","3130","8175","2","1","null","null","null","null","null","true","true","true","20","130","f95074217e716c1232698e6c55006fe690e24ad651900fb182e76069649470aa","3","6","true","[{""id"":""three-vehicles"",""pass"":true,""evidence"":""3 vehicles""},{""id"":""coordinated-actions"",""pass"":true,""evidence"":""6 actions""}]","true","2","0","0","null","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","blocked-lane","Stopped vehicle blocks lane","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","3484","3579","2461","263","2724","1","0","null","null","null","null","null","true","true","true","20","93","ed6ac97333471070278ac1914162ae56e4a491adef4e38c2c200a042d2156020","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""stopped-obstacle"",""pass"":true,""evidence"":""stopped/static actor or zero-speed action""}]","true","1","1","0","false","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","opposing-left-turn","Opposing left turn","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","9844","9885","2460","788","3248","1","0","null","null","null","null","null","true","true","true","20","39","3281fafe03221e611c7704ef82da075cb3212e720a6bfd7063828ad83664bec0","2","1","true","[{""id"":""two-vehicles"",""pass"":true,""evidence"":""2 vehicles""},{""id"":""turn-route"",""pass"":true,""evidence"":""route turn/path action""}]","true","1","0","0","null","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","motorcycle-cyclist","Motorcycle and cyclist interaction","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[""Simulation agent stopped at its deterministic 4-iteration budget.""]","48717","48718","9994","4113","14107","4","3","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","4","null","null","null","iteration-budget-exhausted","null","null","null","failure","no-candidate","iteration_budget_exhausted: No candidate passed schema, map binding, full simulation, and requested semantic checks within 4 iterations.; bind_current_map: choreography.interactions.1.actor: nearMiss routes are only supported for pedestrians","iterative-text-terra/results.json","null"
"simulation-agent","unsupported-impossible","Deliberately impossible request","richmond-field-station","gpt-5.6-terra","null","false","high","[]","null","1","null","null","null","null","null","null","null","null","null","null","false","false","false","null","null","null","null","null","false","[]","false","null","null","null","null","null","null","null","null","expected-rejection","provider-generation","Unsupported request: native road actors cannot teleport, fly, or pass through buildings.","iterative-text-terra/results.json","null"
"simulation-agent","pedestrian-distance-trigger","Pedestrian starts from vehicle distance","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","3211","3301","2472","254","2726","1","0","null","null","null","null","null","true","true","true","20","88","d614a8034ddf214fc1e697f40db4ab7336978c57605fde172df43c6cde740d82","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-distance-start"",""pass"":true,""evidence"":""1 pedestrian distance-triggered actions""}]","true","1","1","0","false","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","pedestrian-ttc-trigger","Pedestrian starts from TTC","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","5980","6069","2473","255","2728","1","0","null","null","null","null","null","true","true","true","20","87","e1dbce092097cdf9d3f40345f960499ea39f33c736858805e02a0650679334d0","2","1","true","[{""id"":""vehicle-and-pedestrian"",""pass"":true,""evidence"":""1 vehicles; 1 pedestrians""},{""id"":""pedestrian-ttc-start"",""pass"":true,""evidence"":""1 pedestrian TTC-triggered actions""}]","true","1","1","0","false","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
"simulation-agent","child-between-parked-vehicles","Child occluded by two parked vehicles","richmond-field-station","gpt-5.6-terra","gpt-5.6-terra","false","high","[]","30582","30723","4982","2368","7350","2","1","null","null","null","null","null","true","true","true","20","139","bca3485f02f8dd6d1fcaf0936132ea8d749ebe767b6cb42c12d544e92725a60a","4","2","true","[{""id"":""moving-vehicle-and-child"",""pass"":true,""evidence"":""3 vehicles; child=1""},{""id"":""two-parked-occluders"",""pass"":true,""evidence"":""2 parked large actors""},{""id"":""child-movement"",""pass"":true,""evidence"":""2 child actions""}]","true","2","2","0","false","verified","null","null","null","success","null","null","iterative-text-terra/results.json","null"
